CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
청라국제펜싱클럽,인천광역시,인천광역시 서구,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20201112
청주직지펜싱클럽,충청북도,충청북도 청주시,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20201104
춘천크러쉬킥복싱,강원도,강원도 춘천시,킥복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210215
충남계룡시아파치,충청남도,충청남도 계룡시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
충남공주시공대남,충청남도,충청남도 공주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210511
충남당진시이지스,충청남도,충청남도 당진시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210823
충남당진시일빠따,충청남도,충청남도 당진시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210824
충남보디빌딩협회,충청남도,충청남도 전체,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20190413
충남천안시메티스,충청남도,충청남도 천안시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210416
충남천안시캐넌즈,충청남도,충청남도 천안시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
충북미드아마골프,충청북도,충청북도 청주시,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,20190318
충북옥천군하데나,충청북도,충청북도 옥천군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210510
충북제천시고스트,충청북도,충청북도 제천시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211020
충북증평군호돌스,충청북도,충청북도 증평군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210625
충북진천군쌀돌이,충청북도,충청북도 진천군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210601
충북청주시몽키즈,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210723
충북청주시에쿠스,충청북도,충청북도 청주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210520
충북충주시캐넌즈,충청북도,충청북도 충주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210520
충북충주시힐링스,충청북도,충청북도 충주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210519
충청남도볼링협회,충청남도,충청남도 천안시 서북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20190312
충청남도육상연맹,충청남도,충청남도 공주시,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191226
충청북도볼링협회,충청북도,충청북도 전체,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190624
충청북도육상연맹,충청북도,충청북도 청주시,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191226
퀸이찬무탁구클럽,인천광역시,인천광역시 연수구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,1,20200818
토당청소년수련관,경기도,경기도 고양시 덕양구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20191001
파라에스트라분당,경기도,경기도 성남시 분당구,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20200814
파라에스트라서울,서울특별시,서울특별시 노원구,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200814
파주시스쿼시연맹,경기도,경기도 파주시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20211123
파주시줄넘기협회,경기도,경기도 파주시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20200618
평평창창탁구클럽,서울특별시,서울특별시 종로구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200722
포르테테니스클럽,전라북도,전라북도 완주군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200707
한국외국어대학교,서울특별시,서울특별시 동대문구,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20191206
한순익인라인클럽,대구광역시,대구광역시 수성구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,19,20211026
함평군테니스협회,전라남도,전라남도 함평군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201128
해남군테니스협회,전라남도,전라남도 해남군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20210526
해남우리배구클럽,전라남도,전라남도 해남군,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,26,20210619
경기도킥복싱협회 남성부,경기도,경기도 성남시 중원구,킥복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201231
양천구민체육센타 검도부,서울특별시,서울특별시 양천구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20201201
충청북도럭비협회 일반팀,충청북도,충청북도 청주시,럭비,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200602
광주광역시광산구 스쿼시연맹,광주광역시,광주광역시 광산구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201230
인천광역시체육회 인천스포츠클럽,인천광역시,인천광역시 미추홀구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201111
화성유앤아이센터-피겨,경기도,경기도 화성시,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190614
중부발전테니스회(세종),세종특별자치시,세종특별자치시 전체,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200503
동명합기도체육관(무실점),강원도,강원도 원주시,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200709
런투유줄넘기클럽(신천점),대구광역시,대구광역시 동구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20210305
런투유줄넘기클럽(정관점),부산광역시,부산광역시 동래구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,38,20211019
수성아트복싱클럽(침산점),대구광역시,대구광역시 북구,복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200903
경기탁구아카데미&클럽,경기도,경기도 군포시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20200730
강원동해시라운더스,강원도,강원도 동해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210420
강원동해시스나이퍼,강원도,강원도 동해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210426
강원삼척시저스티스,강원도,강원도 삼척시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210824
강원속초시크로우즈,강원도,강원도 속초시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210419
강원태백시페이서스,강원도,강원도 태백시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210423
거제공공스포츠클럽,경상남도,경상남도 거제시,사격,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190531
경기군포시헤드헌터,경기도,경기도 군포시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210329
경기도보디빌딩협회,경기도,경기도 수원시 장안구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20190429
경기성남시조곤조곤,경기도,경기도 성남시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210412
경기수원시인피니티,경기도,경기도 수원시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210408
경기안산시스크린즈,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210706
경기안산시안산스톰,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210706
경기안산시팀피스트,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210414
경기안산시프로젝트,경기도,경기도 안산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210706
경기안성시이카루스,경기도,경기도 안성시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210427
경기오산시혼야구단,경기도,경기도 오산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210422
경기용인시용인시청,경기도,경기도 용인시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210419
경기의정부시스피릿,경기도,경기도 의정부시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210510
경기의정부시예다움,경기도,경기도 의정부시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210416
경남거제시드림베이,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210517
경남김해시워리어스,경상남도,경상남도 김해시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210417
경남밀양시나루터스,경상남도,경상남도 밀양시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210416
경남밀양시떵그리즈,경상남도,경상남도 밀양시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210419
경남양산시대글대글,경상남도,경상남도 양산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211021
경남양산시미래플랜,경상남도,경상남도 양산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210426
경남창원시브라더스,경상남도,경상남도 창원시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210417
경남창원역도동호회,경상남도,경상남도 창원시,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190513
경북경산시경산선즈,경상북도,경상북도 경산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210826
경북경산시블루삭스,경상북도,경상북도 경산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210827
경북경산시와일드씽,경상북도,경상북도 경산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210901
경북경산시힐빌리즈,경상북도,경상북도 경산시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210915
경북경주시경주화랑,경상북도,경상북도 경주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210506
경북경주시쏠라이트,경상북도,경상북도 경주시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210503
경북군위군레드하츠,경상북도,경상북도 군위군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210422
경북군위군어벤져스,경상북도,경상북도 군위군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210423
경북군위군탑모터스,경상북도,경상북도 군위군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210422
경북김천시빅스톤스,경상북도,경상북도 김천시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210409
경북김천시클리퍼스,경상북도,경상북도 김천시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210618
경북울릉군볼보이즈,경상북도,경상북도 울릉군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210511
경북울진군유파워스,경상북도,경상북도 울진군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211018
경북칠곡군하야로비,경상북도,경상북도 칠곡군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210806
경북포항시블루호크,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210810
경북포항시스나이퍼,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210504
경북포항시시나브로,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210504
경북포항시아티스트,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210811
경북포항시야통야합,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210811
경북포항시홍연제일,경상북도,경상북도 포항시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210506
곡성군보디빌딩협회,전라남도,전라남도 곡성군,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20210216
광산초등동호인클럽,광주광역시,광주광역시 광산구,근대5종,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,16,20210115
광주광역시육상연맹,광주광역시,광주광역시 서구,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20191226
광주남구광주마린스,광주광역시,광주광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210603
광주남구삼성지펠스,광주광역시,광주광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210608
광주남구와일드바니,광주광역시,광주광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210616
광주남구투지야구단,광주광역시,광주광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
광주동구금호에코텍,광주광역시,광주광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210621
광주북구기아임팩트,광주광역시,광주광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210602
광주서구광주불독스,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210601
광주서구수퍼소닉스,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210617
광주서구영무예다음,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210608
광주서구인크레더블,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210623
광주서구칠우야구단,광주광역시,광주광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210603
광주수완인라인클럽,광주광역시,광주광역시 광산구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190729
국가대표민락줄넘기,경기도,경기도 의정부시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20200621
군산지곡테니스클럽,전라북도,전라북도 군산시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200729
권효은스케이팅클럽,서울특별시,서울특별시 노원구,빙상,체육동호인조직,13세이하부,혼성,6,20190925
김규호수상스키클럽,경기도,경기도 양평군,수상스키·웨이크보드,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201006
남원거점스포츠클럽,전라북도,전라북도 남원시,탁구,공공스포츠클럽,20세이상부,혼성,1,20200831
담양소프트테니스팀,전라남도,전라남도 담양군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20200219
대구광역시볼링협회,대구광역시,대구광역시 북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,40,20190312
대구단디씨름동호회,대구광역시,대구광역시 전체,씨름,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20200107
대구동구달구벌실버,대구광역시,대구광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210421
대구북구뉴자이언츠,대구광역시,대구광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210506
대구북구스트라이크,대구광역시,대구광역시 북구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210506
대구수성구매그파이,대구광역시,대구광역시 수성구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210408
대구수성구블루스톤,대구광역시,대구광역시 수성구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210408
대원대부사관과클럽,충청북도,충청북도 제천시,카라테,학교스포츠클럽,19세이하부,남성,10,20210810
대전대덕구언네임드,대전광역시,대전광역시 대덕구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210419
대전동구한얼야구단,대전광역시,대전광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210422
대전중구성공야구단,대전광역시,대전광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20210525
대전중구월드트로피,대전광역시,대전광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210520
대전클레이사격클럽,대전광역시,대전광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210520
대전클레이사격클럽,대전광역시,대전광역시 전체,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190527
동구위드스포츠클럽,대구광역시,대구광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
동대문구스쿼시연맹,서울특별시,서울특별시 동대문구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,20211122
동해하나배구동호회,강원도,강원도 동해시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201104
리셋퍼스널트레이닝,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210604
리스펙트주짓수산본,경기도,경기도 군포시,주짓수,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20200814
미추홀구스포츠클럽,인천광역시,인천광역시 미추홀구,농구,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,22,20200102
버닝트랙인라인클럽,경기도,경기도 김포시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20210329
버드클레이사격클럽,서울특별시,서울특별시 마포구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,17,20190327
버터플라이빙상클럽,경기도,경기도 화성시,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20210506
보은군소프트테니스,충청북도,충청북도 보은군,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20201209
부산강서구스틸파워,부산광역시,부산광역시 강서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210716
부산강서구주당클럽,부산광역시,부산광역시 강서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210711
부산금정구와우킹스,부산광역시,부산광역시 금정구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210518
부산금정구전력질주,부산광역시,부산광역시 금정구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210521
부산기장군타이탄스,부산광역시,부산광역시 기장군,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211202
부산남구대천중학교,부산광역시,부산광역시 남구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210429
부산동구부산중학교,부산광역시,부산광역시 동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210429
부산서구경남중학교,부산광역시,부산광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210420
부산서구화승야인회,부산광역시,부산광역시 서구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210430
부산직장인농구클럽,부산광역시,부산광역시 연제구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,8,20211027
북면하나로탁구클럽,경상남도,경상남도 창원시 의창구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200810
서귀포시가시동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,25,20200612
서귀포시강정동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200612
서귀포시남원동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20200612
서귀포시도순동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20200612
서귀포시동백동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20200612
서귀포시색달동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20200615
서귀포시수망동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20200612
서귀포시신산동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20200612
서귀포시안덕동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20200612
서귀포시중문동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,20200612
서귀포시태흥동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20200612
서귀포시하원동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,25,20200612
서귀포시화순동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,23,20200615
서귀포시회수동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,20200615
서귀포시효돈동호회,제주특별자치도,제주특별자치도 서귀포시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200612
서대문명지탁구클럽,서울특별시,서울특별시 서대문구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20200907
서산황소씨름동호회,충청남도,충청남도 서산시,씨름,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190321
서울강동구강동빅브,서울특별시,서울특별시 강동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
서울강동구유야구단,서울특별시,서울특별시 강동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210609
서울구로구재미삼아,서울특별시,서울특별시 구로구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210602
서울구로구팀나이츠,서울특별시,서울특별시 구로구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210603
서울동작구페르소나,서울특별시,서울특별시 동작구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211227
서울중랑구피크센스,서울특별시,서울특별시 중랑구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210409
서울특별시육상연맹,서울특별시,서울특별시 중랑구,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20191226
세종고운검도동호회,세종특별자치시,세종특별자치시 전체,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20201124
세종국가대표태권도,세종특별자치시,세종특별자치시 전체,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200909
수성구보디빌딩협회,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190607
수완음악줄넘기클럽,광주광역시,광주광역시 광산구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20200615
수원드림점프줄세상,경기도,경기도 수원시 권선구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20211001
수원시줄넘기시범단,경기도,경기도 수원시,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200218
시립강북청소년센터,서울특별시,서울특별시 강북구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20201118
양양군송이랑연어랑,강원도,강원도 양양군,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190624
에이짐클라이밍클럽,강원도,강원도 속초시,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210322
여수인라인아카데미,전라남도,전라남도 여수시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20190824
